0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
598,0,0,0,0,0,0
569,0,0,0,0,0,0
541,0,0,0,0,0,0
513,0,0,0,0,0,0
485,0,0,0,0,0,0
457,0,0,0,0,0,0
427,0,0,0,0,0,0
398,0,0,0,0,0,0
369,0,0,0,0,0,0
340,0,0,0,0,0,0
311,0,0,0,0,0,0
282,0,0,0,0,0,0
253,0,0,0,0,0,0
225,0,0,0,0,0,0
196,0,0,0,0,0,0
168,0,0,0,0,0,0
139,0,0,0,0,0,0
104,571,0,0,0,0,1
75,542,0,0,0,0,1
45,512,0,0,0,0,0
17,484,0,0,0,0,0
0,455,0,0,0,0,0
0,427,0,0,0,0,0
0,398,0,0,0,0,0
0,368,0,0,0,0,0
0,339,0,0,0,0,0
0,310,0,0,0,0,0
0,281,0,0,0,0,0
0,252,0,0,0,0,0
0,223,0,0,0,0,0
0,194,0,0,0,0,0
0,164,0,0,0,0,1
0,134,0,0,0,0,1
0,106,0,0,0,0,0
0,76,0,0,0,0,0
0,46,0,0,0,0,0
0,16,0,0,0,0,0
596,282,0,0,0,0,0
567,253,0,0,0,0,0
537,223,0,0,0,0,0
507,193,0,0,0,0,0
478,164,0,0,0,0,0
448,134,0,0,0,0,1
419,105,0,0,0,0,1
390,76,0,0,0,0,0
361,47,0,0,0,0,0
330,16,0,0,0,0,0
301,0,0,0,0,0,0
271,0,0,0,0,0,0
242,0,0,0,0,0,0
212,0,0,0,0,0,0
183,0,0,0,0,0,0
154,0,0,0,0,0,0
124,0,0,0,0,0,1
95,0,0,0,0,0,1
65,0,0,0,0,0,0
34,0,0,0,0,0,0
366,0,0,0,0,0,0
331,0,0,0,0,0,0
295,0,0,0,0,0,0
265,0,0,0,0,0,0
235,0,0,0,0,0,0
205,0,0,0,0,0,0
176,582,0,0,0,0,0
147,553,0,0,0,0,1
116,522,0,0,0,0,1
84,490,0,0,0,0,1
53,459,0,0,0,0,0
23,429,0,0,0,0,0
10,399,0,0,0,0,0
0,370,0,0,0,0,0
0,340,0,0,0,0,0
0,310,0,0,0,0,0
0,279,0,0,0,0,0
0,248,0,0,0,0,0
0,212,0,0,0,0,0
0,182,0,0,0,0,0
0,152,0,0,0,0,1
0,122,0,0,0,0,1
0,92,0,0,0,0,1
0,61,0,0,0,0,0
0,31,0,0,0,0,0
0,374,0,0,0,0,0
0,343,0,0,0,0,0
0,313,0,0,0,0,0
0,283,0,0,0,0,0
594,252,0,0,0,0,0
564,222,0,0,0,0,0
534,192,0,0,0,0,0
504,162,0,0,0,0,1
467,125,0,0,0,0,1
436,94,0,0,0,0,0
406,64,0,0,0,0,0
376,34,0,0,0,0,0
346,0,0,0,0,0,0
315,0,0,0,0,0,0
284,0,0,0,0,0,0
254,0,0,0,0,0,0
222,0,0,0,0,0,0
191,0,0,0,0,0,0
160,0,0,0,0,0,0
130,0,0,0,0,0,1
100,0,0,0,0,0,1
69,0,0,0,0,0,1
38,0,0,0,0,0,0
0,0,0,0,0,0,0
11,580,0,0,0,0,0
0,550,0,0,0,0,0
0,519,0,0,0,0,0
0,488,0,0,0,0,0
0,457,0,0,0,0,0
0,425,0,0,0,0,0
0,394,0,0,0,0,0
0,362,0,0,0,0,0
0,332,0,0,0,0,0
0,301,0,0,0,0,0
0,269,0,0,0,0,0
0,238,0,0,0,0,0
0,207,0,0,0,0,0
0,174,0,0,0,0,0
0,142,0,0,0,0,1
0,111,0,0,0,0,1
0,79,0,0,0,0,0
0,47,0,0,0,0,0
0,16,0,0,0,0,0
0,362,0,0,0,0,0
0,331,0,0,0,0,0
0,299,0,0,0,0,0
600,267,0,0,0,0,0
568,235,0,0,0,0,0
537,204,0,0,0,0,0
504,171,0,0,0,0,1
473,140,0,0,0,0,1
441,108,0,0,0,0,0
409,76,0,0,0,0,0
376,43,0,0,0,0,0
345,12,0,0,0,0,0
313,0,0,0,0,0,0
281,0,0,0,0,0,0
248,0,0,0,0,0,0
216,0,0,0,0,0,0
184,0,0,0,0,0,0
153,0,0,0,0,0,1
121,0,0,0,0,0,1
81,595,0,0,0,0,1
48,562,0,0,0,0,0
16,530,0,0,0,0,0
0,497,0,0,0,0,0
0,464,0,0,0,0,0
0,432,0,0,0,0,0
0,399,0,0,0,0,0
0,366,0,0,0,0,0
0,326,0,0,0,0,0
0,295,0,0,0,0,0
0,261,0,0,0,0,0
0,229,0,0,0,0,0
573,196,0,0,0,0,0
540,163,0,0,0,0,1
508,131,0,0,0,0,1
476,99,0,0,0,0,0
442,65,0,0,0,0,0
410,33,0,0,0,0,0
378,0,0,0,0,0,0
345,0,0,0,0,0,0
312,0,0,0,0,0,0
279,0,0,0,0,0,0
246,0,0,0,0,0,0
214,0,0,0,0,0,0
181,589,0,0,0,0,1
148,556,0,0,0,0,1
108,516,0,0,0,0,1
75,483,0,0,0,0,1
42,450,0,0,0,0,0
0,417,0,0,0,0,0
0,384,0,0,0,0,0
0,350,0,0,0,0,0
0,317,0,0,0,0,0
0,284,0,0,0,0,0
0,251,0,0,0,0,0
0,216,0,0,0,0,0
0,183,0,0,0,0,0
0,151,0,0,0,0,1
0,118,0,0,0,0,1
0,85,0,0,0,0,1
0,51,0,0,0,0,1
0,17,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,588,0,0,0,0,0
0,555,0,0,0,0,0
0,522,0,0,0,0,0
0,489,0,0,0,0,0
0,457,0,0,0,0,0
0,424,0,0,0,0,0
0,391,0,0,0,0,0
0,358,0,0,0,0,0
0,324,0,0,0,0,0
0,291,0,0,0,0,0
578,257,0,0,0,0,0
544,223,0,0,0,0,0
511,190,0,0,0,0,0
477,156,0,0,0,0,0
443,122,0,0,0,0,1
409,88,0,0,0,0,0
